link,dominamt_lang
/title/tt0317248/,Portuguese
/title/tt1191111/,English
/title/tt0248845/,English
/title/tt1527186/,English
/title/tt1392190/,English
/title/tt0120737/,English
/title/tt0427312/,English
/title/tt1791528/,English
/title/tt0166924/,English
/title/tt1527186/,English
/title/tt0469494/,English
/title/tt1441395/,English
/title/tt0243255/,French
/title/tt1019452/,English
/title/tt0266308/,Japanese
/title/tt1316540/,Hungarian
/title/tt1095217/,English
/title/tt0166924/,English
/title/tt0478304/,English
/title/tt3455822/,English
/title/tt2024544/,English
/title/tt1242460/,English
/title/tt1065073/,English
/title/tt1602620/,French
/title/tt0405094/,German
/title/tt1556190/,Spanish
/title/tt0471030/,English
/title/tt2209418/,English
/title/tt0338013/,English
/title/tt0408306/,English
/title/tt1285016/,English
/title/tt2278388/,English
/title/tt0203119/,English
/title/tt3464902/,English
/title/tt0361748/,English
/title/tt0218839/,English
/title/tt0172495/,English
/title/tt0244316/,Mandarin
/title/tt1832382/,Persian
/title/tt0307901/,English
/title/tt1032846/,Romanian
/title/tt0910970/,English
/title/tt2764784/,German
/title/tt1020072/,English
/title/tt3409392/,French
/title/tt1360860/,Persian
/title/tt0283422/,French
/title/tt2042568/,English
/title/tt0469494/,English
/title/tt2096673/,English
/title/tt2402927/,English
/title/tt2381111/,English
/title/tt0190332/,Chinese
/title/tt1065073/,English
/title/tt2334649/,English
/title/tt1120985/,English
/title/tt1798709/,English
/title/tt0301357/,German
/title/tt0335266/,English
/title/tt1895587/,English
/title/tt0457430/,Spanish
/title/tt1392190/,English
/title/tt0765432/,German
/title/tt1065073/,English
/title/tt0119164/,English
/title/tt0892255/,Spanish
/title/tt0162346/,English
/title/tt0383028/,English
/title/tt0338013/,English
/title/tt1853728/,English
/title/tt2278388/,English
/title/tt0426883/,English
/title/tt1798709/,English
/title/tt1625346/,English
/title/tt0468569/,English
/title/tt0942385/,English
/title/tt0206634/,English
/title/tt0209144/,English
/title/tt0364569/,Korean
/title/tt4287320/,English
/title/tt0405094/,German
/title/tt0301199/,English
/title/tt1242460/,English
/title/tt0091991/,English
/title/tt2326554/,Persian
/title/tt5109784/,English
/title/tt2494362/,English
/title/tt1065073/,English
/title/tt1527186/,English
/title/tt2358891/,Italian
/title/tt1149362/,German
/title/tt1832382/,Persian
/title/tt2758880/,Turkish
/title/tt0245429/,Japanese
/title/tt1655442/,English
/title/tt2101441/,English
/title/tt0436697/,English
/title/tt0387898/,French
/title/tt0245429/,Japanese
/title/tt0338013/,English
/title/tt0478304/,English
/title/tt2278388/,English
/title/tt2112293/,English
/title/tt1790885/,English
/title/tt0477348/,English
/title/tt0353969/,Korean
/title/tt0443453/,English
/title/tt0469494/,English
/title/tt0457430/,Spanish
/title/tt0206634/,English
/title/tt0388795/,English
/title/tt0468569/,English
/title/tt0181875/,English
/title/tt1019452/,English
/title/tt0266697/,English
/title/tt0246578/,English
/title/tt0190590/,English
/title/tt0469494/,English
/title/tt0382932/,English
/title/tt0498097/,Turkish
/title/tt0166924/,English
/title/tt0245574/,Spanish
/title/tt1798709/,English
/title/tt1065073/,English
/title/tt1287878/,Korean
/title/tt2278388/,English
/title/tt0443706/,English
/title/tt0244316/,Mandarin
/title/tt0245574/,Spanish
/title/tt0166924/,English
/title/tt0243017/,English
/title/tt0118694/,Cantonese
/title/tt1748122/,English
/title/tt0307901/,English
/title/tt1020773/,French
/title/tt0212720/,English
/title/tt1714915/,English
/title/tt1527186/,English
/title/tt0245429/,Japanese
/title/tt2258281/,Romanian
/title/tt1139797/,Swedish
/title/tt2366450/,English
/title/tt2402927/,English
/title/tt0456149/,Romanian
/title/tt1560747/,English
/title/tt0387898/,French
/title/tt2261217/,English
/title/tt1149362/,German
/title/tt2758880/,Turkish
/title/tt3409392/,French
/title/tt0381392/,French
/title/tt0441909/,Spanish
/title/tt6268052/,English
/title/tt8206668/,English
/title/tt1655442/,English
/title/tt0364569/,Korean
/title/tt0200720/,English
/title/tt1065073/,English
/title/tt0190332/,Chinese
/title/tt2692904/,English
/title/tt0887912/,English
/title/tt0457430/,Spanish
/title/tt0405094/,German
/title/tt1127715/,Spanish
/title/tt1821549/,English
/title/tt2334649/,English
/title/tt1155592/,English
/title/tt1832382/,Persian
/title/tt0449467/,English
/title/tt0374546/,Korean
/title/tt0118694/,Cantonese
/title/tt0245429/,Japanese
/title/tt0388795/,English
/title/tt0364569/,Korean
/title/tt0078721/,English
/title/tt0318034/,Russian
/title/tt1827487/,Turkish
/title/tt2400275/,French
/title/tt0249241/,Hungarian
/title/tt2076220/,French
/title/tt1588895/,Thai
/title/tt0097737/,English
/title/tt3647998/,English
/title/tt4881172/,English
/title/tt3303310/,Filipino
/title/tt2188860/,Italian
/title/tt0478304/,English
/title/tt0118694/,Cantonese
/title/tt0443680/,English
/title/tt2042568/,English
/title/tt0443706/,English
/title/tt1791528/,English
/title/tt0206634/,English
/title/tt0335266/,English
/title/tt0307901/,English
/title/tt2402927/,English
/title/tt0166924/,English
/title/tt2326612/,English
/title/tt0389448/,Mandarin
/title/tt0138946/,English
/title/tt8228288/,Spanish
/title/tt0363060/,Japanese
/title/tt0078721/,English
/title/tt1756851/,English
/title/tt1424361/,Portuguese
/title/tt2101441/,English
/title/tt0401383/,French
/title/tt2278871/,French
/title/tt1139797/,Swedish
/title/tt2375605/,Indonesian
/title/tt0457430/,Spanish
/title/tt0469494/,English
/title/tt1832382/,Persian
/title/tt1235166/,French
/title/tt0910970/,English
/title/tt1136608/,English
/title/tt1020773/,French
/title/tt2042568/,English
/title/tt1560747/,English
/title/tt0118694/,Cantonese
/title/tt2396224/,English
/title/tt1700844/,English
/title/tt0338013/,English
/title/tt1172203/,English
/title/tt2321549/,English
/title/tt2076220/,French
/title/tt0338013/,English
/title/tt0910970/,English
/title/tt0118694/,Cantonese
/title/tt0469494/,English
/title/tt1592281/,English
/title/tt0401383/,French
/title/tt3808342/,Hungarian
/title/tt1155592/,English
/title/tt1032846/,Romanian
/title/tt0417299/,English
/title/tt0190332/,Chinese
/title/tt0286499/,English
/title/tt1798709/,English
/title/tt1869716/,English
/title/tt0433416/,English
/title/tt0402399/,English
/title/tt0457430/,Spanish
/title/tt0445620/,Arabic
/title/tt1020072/,English
/title/tt1285016/,English
/title/tt0338013/,English
/title/tt0388795/,English
/title/tt0468569/,English
/title/tt0266543/,English
/title/tt2582802/,English
/title/tt1723811/,English
/title/tt0959337/,English
/title/tt2042568/,English
/title/tt1714210/,English
/title/tt0808417/,French
/title/tt0118694/,Cantonese
/title/tt3808342/,Hungarian
/title/tt0887912/,English
/title/tt0411270/,French
/title/tt0880502/,German
/title/tt1185616/,Hebrew
/title/tt0364569/,Korean
/title/tt0301357/,German
/title/tt1869716/,English
/title/tt1255953/,French
/title/tt0166924/,English
/title/tt0383028/,English
/title/tt0337876/,English
/title/tt1925421/,Russian
/title/tt2402927/,English
/title/tt3647998/,English
/title/tt0311113/,English
/title/tt3777860/,English
/title/tt0469494/,English
/title/tt2024544/,English
/title/tt0307901/,English
/title/tt0317248/,Portuguese
/title/tt2375605/,Indonesian
/title/tt0482571/,English
/title/tt0245429/,Japanese
/title/tt0317705/,English
/title/tt0280707/,English
/title/tt0209144/,English
/title/tt1865505/,English
/title/tt0383028/,English
/title/tt0166924/,English
/title/tt0118694/,Cantonese
/title/tt0477348/,English
/title/tt0469494/,English
/title/tt0245429/,Japanese
/title/tt0317248/,Portuguese
/title/tt0244316/,Mandarin
/title/tt0268126/,English
/title/tt1832382/,Persian
/title/tt0363589/,English
/title/tt0249241/,Hungarian
/title/tt0477731/,Thai
/title/tt1093842/,English
/title/tt1100048/,French
/title/tt0265666/,English
/title/tt2358891/,Italian
/title/tt0198781/,English
/title/tt1623008/,English
/title/tt0037604/,English
/title/tt0377556/,Mandarin
/title/tt0443706/,English
/title/tt0190332/,Chinese
/title/tt1790885/,English
/title/tt0245429/,Japanese
/title/tt0212712/,Cantonese
/title/tt1748122/,English
/title/tt2125435/,English
/title/tt1065073/,English
/title/tt2370248/,English
/title/tt0340855/,English
/title/tt0825236/,Arabic
/title/tt0419198/,Italian
/title/tt4359416/,Persian
/title/tt2841572/,Arabic
/title/tt2369543/,Arabic
/title/tt2891174/,English
/title/tt1421051/,English
/title/tt2654580/,English
/title/tt0388795/,English
/title/tt1360860/,Persian
/title/tt0443706/,English
/title/tt0166924/,English
/title/tt0118694/,Cantonese
/title/tt0244316/,Mandarin
/title/tt1065073/,English
/title/tt0144084/,English
/title/tt0300140/,Russian
/title/tt0780504/,English
/title/tt0307901/,English
/title/tt1019452/,English
/title/tt0478304/,English
/title/tt0206634/,English
/title/tt4296736/,Russian
/title/tt0469494/,English
/title/tt0498380/,Japanese
/title/tt0456149/,Romanian
/title/tt0445620/,Arabic
/title/tt0097737/,English
/title/tt1883180/,Swedish
/title/tt0211915/,French
/title/tt2042568/,English
/title/tt0307901/,English
/title/tt0181875/,English
/title/tt0335266/,English
/title/tt0272338/,English
/title/tt0443706/,English
/title/tt0338013/,English
/title/tt1285016/,English
/title/tt2024544/,English
/title/tt1895587/,English
/title/tt0118694/,Cantonese
/title/tt0405094/,German
/title/tt0338013/,English
/title/tt0266697/,English
/title/tt1375666/,English
/title/tt0287467/,Spanish
/title/tt0245712/,Spanish
/title/tt0338564/,Cantonese
/title/tt0335266/,English
/title/tt0126029/,English
/title/tt1037163/,Arabic
/title/tt1316540/,Hungarian
/title/tt0303792/,Arabic
/title/tt0100135/,English
/title/tt2178935/,French
/title/tt2852400/,Mandarin
/title/tt3284178/,Portuguese
/title/tt1556190/,Spanish
/title/tt1500761/,Portuguese
/title/tt0249241/,Hungarian
/title/tt0097737/,English
/title/tt0247380/,French
/title/tt2358891/,Italian
/title/tt2375605/,Indonesian
/title/tt2852432/,Filipino
/title/tt0387898/,French
/title/tt1556190/,Spanish
/title/tt0245429/,Japanese
/title/tt1832382/,Persian
/title/tt0402399/,English
/title/tt0166924/,English
/title/tt0443706/,English
/title/tt0469494/,English
/title/tt0118694/,Cantonese
/title/tt0459666/,Mandarin
/title/tt0478304/,English
/title/tt2375605/,Indonesian
/title/tt0383028/,English
/title/tt0286751/,Japanese
/title/tt0118694/,Cantonese
/title/tt1790885/,English
/title/tt2096673/,English
/title/tt0388795/,English
/title/tt0407887/,English
/title/tt2024544/,English
/title/tt0287467/,Spanish
/title/tt0190332/,Chinese
/title/tt0477348/,English
/title/tt1532503/,English
/title/tt2375605/,Indonesian
/title/tt3521134/,Indonesian
/title/tt0478304/,English
/title/tt2101383/,English
/title/tt1791528/,English
/title/tt2278388/,English
/title/tt1832382/,Persian
/title/tt0831387/,English
/title/tt1441395/,English
/title/tt2059255/,Spanish
/title/tt0808417/,French
/title/tt1065073/,English
/title/tt0166924/,English
/title/tt0887912/,English
/title/tt3655522/,French
/title/tt1734433/,English
/title/tt2852400/,Mandarin
/title/tt0274309/,English
/title/tt4048272/,German
/title/tt0469494/,English
/title/tt2024544/,English
/title/tt1441395/,English
/title/tt0097737/,English
/title/tt2358891/,Italian
/title/tt1821549/,English
/title/tt0381681/,English
/title/tt0372588/,English
/title/tt0276919/,English
/title/tt0443453/,English
/title/tt0244316/,Mandarin
/title/tt0245429/,Japanese
/title/tt3777860/,English
/title/tt0469494/,English
/title/tt2278388/,English
/title/tt1087578/,Japanese
/title/tt0416991/,Bambara
/title/tt0209144/,English
/title/tt0364569/,Korean
/title/tt0190332/,Chinese
/title/tt1065073/,English
/title/tt2076220/,French
/title/tt0166924/,English
/title/tt0209144/,English
/title/tt1560747/,English
/title/tt2042568/,English
/title/tt0401383/,French
/title/tt1093842/,English
/title/tt2096673/,English
/title/tt0838283/,English
/title/tt0810784/,English
/title/tt1392190/,English
/title/tt0387898/,French
/title/tt0443706/,English
/title/tt2473794/,English
/title/tt1602620/,French
/title/tt1560747/,English
/title/tt1714915/,English
/title/tt2042568/,English
/title/tt3647998/,English
/title/tt0209144/,English
/title/tt0180093/,English
/title/tt0167260/,English
/title/tt0780504/,English
/title/tt2076220/,French
/title/tt1392190/,English
/title/tt1788391/,English
/title/tt0435761/,English
/title/tt0373469/,English
/title/tt2042568/,English
/title/tt0166924/,English
/title/tt0477348/,English
/title/tt0211915/,French
/title/tt0209144/,English
/title/tt0118694/,Cantonese
/title/tt0287467/,Spanish
/title/tt0353969/,Korean
/title/tt0910970/,English
/title/tt0310793/,English
/title/tt0206634/,English
/title/tt0166924/,English
/title/tt3808342/,Hungarian
/title/tt1869716/,English
/title/tt0338013/,English
/title/tt1149362/,German
/title/tt1087578/,Japanese
/title/tt2375605/,Indonesian
/title/tt0276919/,English
/title/tt2562232/,English
/title/tt0427312/,English
/title/tt1602620/,French
/title/tt9883398/,English
/title/tt1832382/,Persian
/title/tt6951892/,English
/title/tt0097737/,English
/title/tt1087578/,Japanese
/title/tt0287467/,Spanish
/title/tt0405159/,English
/title/tt0477348/,English
/title/tt0311519/,Finnish
/title/tt1236371/,Portuguese
/title/tt3777860/,English
/title/tt0402399/,English
/title/tt0287963/,French
/title/tt0240419/,Spanish
/title/tt4048272/,German
/title/tt7642818/,Turkish
/title/tt3647998/,English
/title/tt0302674/,English
/title/tt0381668/,Thai
/title/tt1316540/,Hungarian
/title/tt0441909/,Spanish
/title/tt1149362/,German
/title/tt0118694/,Cantonese
/title/tt0120263/,Swedish
/title/tt2017561/,Mandarin
/title/tt0424272/,Russian
/title/tt0247380/,French
/title/tt0245429/,Japanese
/title/tt0322824/,Spanish
/title/tt2278871/,French
/title/tt1714915/,English
/title/tt0166924/,English
/title/tt1421051/,English
/title/tt0307901/,English
/title/tt0361748/,English
/title/tt1655442/,English
/title/tt2764784/,German
/title/tt0280665/,English
/title/tt1531905/,English
/title/tt2190367/,Portuguese
/title/tt1560747/,English
/title/tt1032856/,Hebrew
/title/tt1637688/,English
/title/tt3777860/,English
/title/tt0382932/,English
/title/tt2280344/,Czech
/title/tt1032846/,Romanian
/title/tt0097737/,English
/title/tt2178941/,German
/title/tt0107843/,English
/title/tt2278388/,English
/title/tt1375666/,English
/title/tt1588895/,Thai
/title/tt2375605/,Indonesian
/title/tt0477348/,English
/title/tt0365376/,Korean
/title/tt2395417/,English
/title/tt0245429/,Japanese
/title/tt0118694/,Cantonese
/title/tt2400275/,French
/title/tt0318034/,Russian
/title/tt2076220/,French
/title/tt0118694/,Cantonese
/title/tt1454468/,English
/title/tt0469494/,English
/title/tt1360860/,Persian
/title/tt1748122/,English
/title/tt1221141/,Spanish
/title/tt0457430/,Spanish
/title/tt0478304/,English
/title/tt1065073/,English
/title/tt0443706/,English
/title/tt0244316/,Mandarin
/title/tt3777860/,English
/title/tt1518812/,English
/title/tt0307901/,English
/title/tt1832382/,Persian
/title/tt1020773/,French
/title/tt0469494/,English
/title/tt0166924/,English
/title/tt0469494/,English
/title/tt0477348/,English
/title/tt1285016/,English
/title/tt0206634/,English
/title/tt0407887/,English
/title/tt0118694/,Cantonese
/title/tt2024544/,English
/title/tt0209144/,English
/title/tt4034228/,English
/title/tt0468569/,English
/title/tt1392190/,English
/title/tt2488496/,English
/title/tt0314331/,English
/title/tt1623205/,English
/title/tt0299658/,English
/title/tt0942385/,English
/title/tt0146882/,English
/title/tt1045658/,English
/title/tt0317248/,Portuguese
/title/tt0468569/,English
/title/tt0457430/,Spanish
/title/tt0405094/,German
/title/tt1341167/,English
/title/tt0245712/,Spanish
/title/tt1954470/,Hindi
/title/tt1136608/,English
/title/tt0169102/,Hindi
/title/tt0480025/,English
/title/tt0166924/,English
/title/tt0107843/,English
/title/tt1832382/,Persian
/title/tt0203009/,English
/title/tt0381668/,Thai
/title/tt0118694/,Cantonese
/title/tt0245429/,Japanese
/title/tt1032846/,Romanian
/title/tt0244316/,Mandarin
/title/tt0310793/,English
/title/tt1723811/,English
/title/tt0469494/,English
/title/tt0457430/,Spanish
/title/tt1189073/,Spanish
/title/tt1065073/,English
/title/tt0887912/,English
/title/tt1032846/,Romanian
/title/tt1832382/,Persian
/title/tt0265666/,English
/title/tt0477348/,English
/title/tt0477348/,English
/title/tt0469494/,English
/title/tt0910970/,English
/title/tt1895587/,English
/title/tt0907657/,English
/title/tt1285016/,English
/title/tt2375605/,Indonesian
/title/tt1392190/,English
/title/tt1020072/,English
/title/tt0244316/,Mandarin
/title/tt1843287/,Japanese
/title/tt0212720/,English
/title/tt0339357/,French
/title/tt1700844/,English
/title/tt1438535/,French
/title/tt0478304/,English
/title/tt0317171/,Thai
/title/tt0799934/,English
/title/tt1073535/,French
/title/tt0855824/,Min Nan
/title/tt0166924/,English
/title/tt0344273/,French
/title/tt0244316/,Mandarin
/title/tt0364569/,Korean
/title/tt0870984/,English
/title/tt0206634/,English
/title/tt0335266/,English
/title/tt0280665/,English
/title/tt0381061/,English
/title/tt2278871/,French
/title/tt0118694/,Cantonese
/title/tt0478304/,English
/title/tt1235166/,French
/title/tt0211915/,French
/title/tt0245429/,Japanese
/title/tt0388795/,English
/title/tt0287467/,Spanish
/title/tt0166924/,English
/title/tt0338013/,English
/title/tt1602620/,French
/title/tt0374546/,Korean
/title/tt0274558/,English
/title/tt0051028/,English
/title/tt1832382/,Persian
/title/tt0808357/,Mandarin
/title/tt0405094/,German
/title/tt2395417/,English
/title/tt2562232/,English
/title/tt0338564/,Cantonese
/title/tt0317248/,Portuguese
